Unnamed: 0,address,final_price,commune,rooms
49.4,Skattetorpsvägen 13,9800000,"Stora Ursvik, Sundbybergs kommun",5.0
0.5,Aspvägen 12B,8900000,"Helenelund/Fågelsången, Sollentuna kommun",6.0
1.5,Fiskebyvägen 14,11700000,"Enskede - Stureby, Stockholms kommun",5.0
2.5,Pastorsvägen 3,11200000,"Mariehäll, Stockholms kommun",7.0
3.5,Blåklocksvägen 15,4900000,"Hässelby Södra Villastad, Stockholms kommun",
4.5,Tjädervägen 14,11500000,"Segeltorp/Långsjön, Huddinge kommun",5.0
5.5,Alholmsbacken 1,5700000,"Skärholmen, Stockholms kommun",6.0
6.5,Logvägen 14,10550000,"Spånga, Stockholms kommun",7.0
7.5,Kulstötarvägen 54,8250000,"Tallkrogen, Stockholms kommun",6.0
8.5,Sandemarsvägen 15,9300000,"Tallkrogen, Stockholms kommun",5.0
9.5,Norra vägen 1,6680000,"Spånga - Bromsten, Stockholms kommun",6.0
10.5,Stafettvägen 10,8375000,"Enskede - Tallkrogen, Stockholms kommun",5.0
11.5,Rapphönsvägen 33,10650000,"Tallkrogen, Stockholms kommun",7.0
12.5,Solrosvägen 80,11200000,"Älvsjö/Herrängen, Stockholms kommun",5.0
13.5,Tröskverksvägen 7,7060000,"Älvsjö, Stockholms kommun",3.0
14.5,Virginiavägen 7,12600000,"Mälarhöjden, Stockholms kommun",7.0
15.5,Gränsvägen 53,8300000,"Lindalen, Tyresö kommun",7.0
16.5,Torvmossevägen 6,14000000,"Älta - Kolarängen, Nacka kommun",7.0
17.5,Frösövägen 21,6650000,"Snättringe, Huddinge kommun",5.0
18.5,Alströmervägen 4B,9700000,"Fågelsången, Sollentuna kommun",7.0
19.5,Lappstigen 16,9900000,"Hässelby Södra Villastad, Stockholms kommun",6.0
20.5,Persuddevägen 24,10200000,"Fornudden-Persudde, Tyresö kommun",8.0
21.5,Ripvägen 13,9150000,"Barkarby, Järfälla kommun",7.0
22.5,Tjädervägen 36B,8525000,"Segeltorp, Huddinge kommun",6.0
23.5,Bägerstavägen 34,17000000,"Enskede Gård, Stockholms kommun",7.0
24.5,Sandstensvägen 31,13900000,"Bromma - Ålsten, Stockholms kommun",6.0
25.5,Berghamnsvägen 53,11850000,"Hässelby Södra Villastad, Stockholms kommun",8.0
26.5,Lyrvägen 1A,8575000,"Lindalen, Tyresö kommun",7.0
27.5,Blåklintsvägen 20A,6970000,"Trångsund , Huddinge kommun",5.0
28.5,Ultunavägen 32,13400000,"Norra Ängby, Stockholms kommun",6.0
29.5,Edelcrantzvägen 17,16500000,"Mälarhöjden, Stockholms kommun",6.0
30.5,Skovelvägen 18,8400000,"Älvsjö - Långbro, Stockholms kommun",7.0
31.5,Järflottavägen 32,7800000,"Örby, Stockholms kommun",6.0
32.5,Bullerholmsgränd 79,6500000,"Skärholmen, Stockholms kommun",8.0
33.5,Dvärglinsgränd 21,7000000,"Hässelby Norra Villastad, Stockholms kommun",5.0
34.5,Hyltevägen 4,15000000,"Enskede - Stureby, Stockholms kommun",6.0
35.5,Prylvägen 12,10500000,"Telefonplan, Stockholms kommun",5.0
36.5,Duvvägen 6,7400000,"Segeltorp, Huddinge kommun",5.0
37.5,Hackspettsvägen 17,20000000,"Bromma Ålsten, Stockholms kommun",9.0
38.5,Sparreholmsvägen 4,8800000,"Älvsjö - Örby Slott, Stockholms kommun",6.0
39.5,Kulstötarvägen 29,8700000,"Enskede - Tallkrogen, Stockholms kommun",7.0
40.5,Sagostigen 6,21000000,"Bromma Äppelviken-Ålsten, Stockholms kommun",7.0
41.5,Lönnvägen 9,11100000,"Älta, Nacka kommun",7.0
42.5,Nibblenäsvägen 12,5250000,"Färingsö, Svartsjö, Ekerö kommun",5.0
43.5,Furuvägen 3,10500000,"Vällingby Nälsta, Stockholms kommun",10.0
44.5,Viadukten 8,9000000,"Hässelby Södra Villastad, Stockholms kommun",7.0
45.5,Österby 5,10525000,"Färingsö, Ekerö kommun",4.0
46.5,Hemsövägen 9,8700000,"Bromma Nockebyhov, Stockholms kommun",3.0
47.5,Gullvivegränd 36,5650000,"Hässelby - Norra Villastad, Stockholms kommun",4.0
48.5,Herrhagsvägen 91,7000000,"Enskede, Stockholms kommun",4.0
49.5,Vävarevägen 8B,7520000,"Segeltorp, Huddinge kommun",6.0
0.6,Selångergränd 4,6600000,"Vällingby - Råcksta, Stockholms kommun",6.0
1.6,Brunkullegränd 24,7050000,"Kälvesta, Stockholms kommun",7.0
2.6,Vikavägen 15,28300000,"Bromma - Höglandet, Stockholms kommun",8.0
3.6,Presidentvägen 21,14200000,"Enskededalen, Stockholms kommun",7.0
4.6,Täbylundsvägen 74,7200000,"Spånga Flysta, Stockholms kommun",4.0
5.6,Dybecksvägen 61,10200000,"Norra Ängby, Stockholms kommun",6.0
6.6,Ljungvägen 7B,7680000,"Helenelund, Sollentuna kommun",6.0
7.6,Träningsvägen 16,9800000,"Tallkrogen, Stockholms kommun",4.0
8.6,Sorundagatan 10,6650000,"Svedmyra, Stockholms kommun",4.0
9.6,Gårdsvägen 20A,11000000,"Segeltorp, Huddinge kommun",6.0
10.6,Inspektorsbacken 32,7960000,"Vällingby - Nälsta, Stockholms kommun",5.0
11.6,Bergslagsvägen 164,10600000,"Bromma - Norra Ängby, Stockholms kommun",7.0
12.6,Vassvägen 8A,6800000,"Snättringe, Huddinge kommun",5.0
13.6,Julitavägen 6,9000000,"Örby Slott - Älvsjö, Stockholms kommun",5.0
14.6,Frivägen 5,9300000,"Mellansjö, Huddinge kommun",5.0
15.6,Ehrenstrahlsvägen 34,17750000,"Södra Ängby, Stockholms kommun",7.0
16.6,Ankarstocksvägen 9,8550000,"Bällsta, Stockholms kommun",5.0
17.6,Skällnoravägen 3,16000000,"Nockebyhov, Stockholms kommun",6.0
18.6,Grenvägen 3,11500000,"Ulvsunda, Stockholms kommun",6.0
19.6,Karin Boyes gata 15,7000000,"Fruängen, Stockholms kommun",4.0
20.6,Orrspelsvägen 86,12600000,"Bromma Ålsten, Stockholms kommun",5.0
21.6,Sundbyvägen 25,8700000,"Spånga Sundby, Stockholms kommun",7.0
22.6,Järpstigen 7,19000000,"Ålsten, Stockholms kommun",7.0
23.6,Bardabacken 17,26000000,"Höglandet, Stockholms kommun",
24.6,Martebogatan 30,12000000,"Beckomberga, Stockholms kommun",6.0
25.6,Lingvägen 70,7525000,"Tallkrogen, Stockholms kommun",5.0
26.6,Svedmyrastigen 11,9400000,"Svedmyra, Stockholms kommun",6.0
27.6,Tryffelgränd 2,18600000,"Gamla Enskede, Stockholms kommun",7.0
28.6,Högliden 11,14750000,"Älta - Kolarängen, Nacka kommun",8.0
29.6,Gärdesvägen 3,7850000,"Trollbäcken, Tyresö kommun",
30.6,Inspektorsbacken 45,9225000,"Vällingby Nälsta, Stockholms kommun",7.0
31.6,Norra Bondevägen 33,8575000,"Stortorp, Huddinge kommun",9.0
32.6,Stamvägen 11,6300000,"Fornudden-Persudde, Tyresö kommun",
33.6,Trevna gränd 7,9500000,"Enskede - Pungpinan, Stockholms kommun",5.0
34.6,Printz väg 43,6650000,"Stortorp, Huddinge kommun",4.0
35.6,Majvägen 4,21200000,"Äppelviken, Stockholms kommun",10.0
36.6,Vivelvägen 17,9525000,"Älvsjö, Stockholms kommun",5.0
37.6,Beckombergavägen 140,11200000,"Norra Ängby, Stockholms kommun",4.0
38.6,Branta backen 18,8650000,"Trångsund - Stortorp, Huddinge kommun",5.0
39.6,Borevägen 16,8580000,"Lindalen, Tyresö kommun",6.0
40.6,Rottnevägen 11,9575000,"Bagarmossen, Stockholms kommun",6.0
41.6,Nidarosslingan 44,6800000,"Skälby, Järfälla kommun",5.0
42.6,Rensgatan 1,17800000,"Tulemarken, Sundbybergs kommun",8.0
43.6,Vitklövervägen 4A,11350000,"Spånga Nälsta, Stockholms kommun",6.0
44.6,Fru Marias väg 10,7960000,"Älvsjö - Långbro, Stockholms kommun",5.0
45.6,Stortorpsvägen 74B,13650000,"Stortorp, Huddinge kommun",5.0
46.6,Tallskogsgränd 3,8200000,"Hässelby Norra Villastad, Stockholms kommun",6.0
47.6,Hildebrandsvägen 38,11000000,"Norra Ängby, Stockholms kommun",5.0
48.6,Flygarvägen 48,11000000,"Barkarby, Järfälla kommun",7.0
49.6,Edelundavägen 48,7125000,"Hässelby Södra Villastad, Stockholms kommun",5.0
0.7,Torögatan 71,10600000,"Tallkrogen, Stockholms kommun",5.0
1.7,Svartlösavägen 42,14650000,"Älvsjö Långbro, Stockholms kommun",5.0
2.7,Passvägen 8,8400000,"Stortorp, Huddinge kommun",10.0
3.7,Väpnarevägen 32B,7950000,"Segeltorp, Huddinge kommun",6.0
4.7,Stackvägen 38C,8800000,"Töjnan, Sollentuna kommun",6.0
5.7,Sigridsvägen 5,6660000,"Stuvsta, Huddinge kommun",8.0
6.7,Svartlösavägen 28,9800000,"Älvsjö, Stockholms kommun",5.0
7.7,Essingeringen 41,15400000,"Kungsholmen - Stora Essingen, Stockholms kommun",6.0
8.7,Vinstavägen 7,8750000,"Spånga - Solhem, Stockholms kommun",5.0
9.7,Kråkbärsgränd 9,5750000,"Hässelby Norra Villastad, Stockholms kommun",4.0
10.7,Kulstötarvägen 22,9000000,"Tallkrogen, Stockholms kommun",4.0
11.7,Branta backen 26,8750000,"Stortorp, Huddinge kommun",6.0
12.7,Polhemsvägen 18B,11500000,"Töjnan, Sollentuna kommun",7.0
13.7,Grönskevägen 10,9425000,"Spånga - Solhem, Stockholms kommun",5.0
14.7,Fornminnesvägen 6A,8500000,"Segeltorp, Huddinge kommun",6.0
15.7,Savolaksvägen 10,9800000,"Enskedefältet, Stockholms kommun",4.0
16.7,Vildandsvägen 19,7000000,"Farsta/Fagersjö, Stockholms kommun",6.0
17.7,Öbackavägen 7,11875000,"Nockebyhov, Stockholms kommun",3.0
18.7,Berghällsvägen 5,4830000,"Ågesta, Huddinge kommun",3.0
19.7,Sjöhagsvägen 21,8700000,"Fornudden, Tyresö kommun",7.0
20.7,Rönnbärsvägen 1,11700000,"Älta-Hedvigslund, Nacka kommun",6.0
21.7,Aroseniusvägen 42,13000000,"Södra Ängby, Stockholms kommun",6.0
22.7,Fagerstrand 57,11575000,"Hässelby Södra Villastad, Stockholms kommun",9.0
23.7,Mjölnarstigen 17,8650000,"Spånga Bromsten, Stockholms kommun",7.0
24.7,Slättgårdsvägen 46,14000000,"Mälarhöjden, Stockholms kommun",7.0
25.7,Mellangårdsvägen 15,6920000,"Spånga Solhem, Stockholms kommun",6.0
26.7,Skälbyvägen 8,6900000,"Barkarby, Järfälla kommun",6.0
27.7,Högmora ringväg 24,6200000,"Högmora, Huddinge kommun",5.0
28.7,Rostvingevägen 8,8490000,"Myrängen, Huddinge kommun",5.0
29.7,Häradsvägen 12,10750000,"Stuvsta, Huddinge kommun",8.0
30.7,Vandrarstigen 17,8400000,"Spånga - Sundby, Stockholms kommun",5.0
31.7,Månskensvägen 8A,8625000,"Spånga Solhem, Stockholms kommun",7.0
32.7,Kontoristvägen 23,8650000,"Hökarängen, Stockholms kommun",7.0
33.7,Furuvägen 5B,10650000,"Fornudden, Tyresö kommun",7.0
34.7,Björkhagsvägen 32B,10350000,"Duvbo, Sundbybergs kommun",5.0
35.7,Sankt Mickelsgatan 171,14000000,"Mälarhöjden - Hägersten, Stockholms kommun",6.0
36.7,Kryddkrämarbacken 26,12050000,"Mälarhöjden, Stockholms kommun",6.0
37.7,Egilsvägen 34,11200000,"Norra Ängby, Stockholms kommun",7.0
38.7,Loviselundsvägen 132,8750000,"Hässelby Södra Villastad, Stockholms kommun",5.0
39.7,Victor Balcks väg 167,7850000,"Tallkrogen, Stockholms kommun",5.0
40.7,Täbylundsvägen 86,7500000,"Spånga - Flysta, Stockholms kommun",8.0
41.7,Järnavägen 35,8430000,"Örby, Stockholms kommun",6.0
42.7,Mellangårdsvägen 12,8575000,"Fågelsången, Sollentuna kommun",5.0
43.7,Tätörtsgränd 26,7300000,"Hässelby - Norra Villastad, Stockholms kommun",5.0
44.7,Sofiebergsvägen 13,9800000,"Stuvsta, Huddinge kommun",8.0
45.7,Inspektorsbacken 22,9800000,"Vällingby Nälsta, Stockholms kommun",5.0
46.7,Plantskolevägen 5,19700000,"Gamla Enskede, Stockholms kommun",7.0
47.7,Hjärtervägen 22,10300000,"Trångsund, Huddinge kommun",8.0
48.7,Uddeholmsvägen 210B,15000000,"Stureby, Stockholms kommun",7.0
49.7,Jomsborgsvägen 9,14500000,"Bromma - Norra Ängby, Stockholms kommun",7.0
0.8,Malmvägen 71,6000000,"Segeltorp, Huddinge kommun",
1.8,Sätthammarvägen 11B,6900000,"Segeltorp, Huddinge kommun",6.0
2.8,Pliggvägen 16,7700000,"Solberga, Stockholms kommun",5.0
3.8,Siggedalsvägen 16,11200000,"Ulvsunda, Stockholms kommun",5.0
4.8,Gripsholmsvägen 9,11500000,"Älvsjö-Örby Slott, Stockholms kommun",6.0
5.8,Mosskroken 18,14200000,"Stora Mossen, Stockholms kommun",5.0
6.8,Medelpadsgatan 5,7700000,"Vällingby - Råcksta, Stockholms kommun",5.0
7.8,Viltorpsbacken 81,6200000,"Vällingby - Vinsta, Stockholms kommun",5.0
8.8,Norlindsvägen 25,8700000,"Bromma Kyrka, Stockholms kommun",45.0
9.8,Sångmöstigen 3,31100000,"Bromma Höglandet, Stockholms kommun",9.0
10.8,Blackstavägen 3,12177000,"Älvsjö / Örby, Stockholms kommun",6.0
11.8,Täbylundsvägen 10,7485000,"Spånga - Nälsta, Stockholms kommun",6.0
12.8,Hjortronvägen 3,8350000,"Eneby, Stockholms kommun",5.0
13.8,Vallörtsgränd 15,8500000,"Vällingby Kälvesta, Stockholms kommun",7.0
14.8,Boxergränd 38,7000000,"Sköndal, Stockholms kommun",5.0
15.8,Krokanvägen 10,7550000,"Sköndal, Stockholms kommun",8.0
16.8,Stupvägen 2B,9400000,"Fornudden - Persudde, Tyresö kommun",5.0
17.8,Näckvägen 4A,9000000,"Fågelsången, Sollentuna kommun",7.0
18.8,Blåvingevägen 1,13730000,"ÄLVSJÖ, Stockholms kommun",6.0
19.8,Lammholmsbacken 30,5150000,"Skärholmen, Stockholms kommun",4.0
20.8,Viltorpsbacken 73,6790000,"Vinsta, Stockholms kommun",6.0
21.8,Knektvägen 4B,7550000,"Trollbäcken/Hanviken, Tyresö kommun",7.0
22.8,Brättnevägen 8,16100000,"Stureby, Stockholms kommun",6.0
23.8,Sockenvägen 452,12500000,"Gamla Enskede, Stockholms kommun",7.0
24.8,Tapetserarvägen 35,11900000,"Bromma - Olovslund, Stockholms kommun",5.0
25.8,Chronas väg 21,7050000,"Huddinge - Segeltorp, Huddinge kommun",7.0
26.8,Patron Bergs väg 12,7150000,"Segeltorp, Huddinge kommun",5.0
27.8,Guttormsvägen 8,14000000,"Bromma Nockeby, Stockholms kommun",6.0
28.8,Nidälvsgränd 35,9650000,"Bagarmossen, Stockholms kommun",5.0
29.8,Blomsterkungsvägen 390,5750000,"Hässelby Norra Villastad, Stockholms kommun",6.0
30.8,Sexmansvägen 12,9150000,"Snättringe, Huddinge kommun",5.0
31.8,Kexvägen 15,9200000,"Sköndal - Kakstan, Stockholms kommun",10.0
32.8,Tallåsvägen 25,6830000,"Spånga -  Bromsten, Stockholms kommun",5.0
33.8,Medelpadsgatan 24,7500000,"Vällingby - Råcksta, Stockholms kommun",5.0
34.8,Skogsbrynsvägen 5B,7200000,"Stuvsta Segersminne, Huddinge kommun",3.0
35.8,Furuvägen 4,9700000,"Fornudden, Tyresö kommun",7.0
36.8,Polovägen 13,8870000,"Enskede / Tallkrogen - Gubbängen, Stockholms kommun",5.0
37.8,Lammholmsbacken 108,5300000,"Skärholmen, Stockholms kommun",6.0
38.8,Träningsvägen 7,9750000,"Tallkrogen, Stockholms kommun",5.0
39.8,Wadköpingsvägen 18,13650000,"Bromma Nockebyhov, Stockholms kommun",6.0
40.8,Hirdvägen 21,9700000,"Norra Ängby, Stockholms kommun",6.0
41.8,Blomsterkungsvägen 163,5050000,"Hässelby Norra Villastad, Stockholms kommun",5.0
42.8,Jomsborgsvägen 27,9430000,"Bromma - Norra Ängby, Stockholms kommun",6.0
43.8,Victor Balcks väg 157,9820000,"Tallkrogen, Stockholms kommun",6.0
44.8,Vretvägen 7A,14775000,"Bromma - Bromma Kyrka, Stockholms kommun",7.0
45.8,Meteorvägen 19B,6450000,"Skälby, Järfälla kommun",7.0
46.8,Borevägen 7A,10300000,"Lindalen, Tyresö kommun",7.0
47.8,Vädurens väg 24,8700000,"Skälby, Järfälla kommun",6.0
48.8,Beckombergavägen 210,7100000,"Bromma / Beckomberga, Stockholms kommun",6.0
49.8,Båtsman Stens väg 25,7450000,"Bromsten, Stockholms kommun",6.0
0.9,Doktor Robertsons väg 10,6900000,"Spånga - Bromsten, Stockholms kommun",5.0
1.9,Smörbrödsvägen 6,9400000,"Sköndal - Kakstan, Stockholms kommun",6.0
2.9,Bokvägen 25,11100000,"Helenelund, Sollentuna kommun",9.0
3.9,Långlötsvägen 6,15000000,"Duvbo, Sundbybergs kommun",4.0
4.9,Barrstigen 3,10700000,"Ulvsunda, Stockholms kommun",7.0
5.9,Villavägen 22A,11800000,"Töjnan, Sollentuna kommun",7.0
6.9,Dalgårdsvägen 26,13600000,"Enskededalen, Stockholms kommun",6.0
7.9,Dalvägen 80,7150000,"Segeltorp, Huddinge kommun",5.0
8.9,Stugvägen 28,12000000,"Olovslund, Stockholms kommun",5.0
9.9,Terserusvägen 9,20200000,"Bromma Bromma Kyrka, Stockholms kommun",7.0
10.9,Berghamnsvägen 41,8900000,"Hässelby Södra Villastad, Stockholms kommun",7.0
11.9,Tjädervägen 13,8700000,"Segeltorp, Huddinge kommun",5.0
12.9,Kärvbacken 11,7800000,"Spånga, Sundby, Stockholms kommun",5.0
13.9,Blodboksgränd 14,6500000,"Hässelby Norra Villastad, Stockholms kommun",4.0
14.9,Kometvägen 9,6900000,"Skälby, Järfälla kommun",5.0
15.9,Börjesonsvägen 5,15550000,"Södra Ängby, Stockholms kommun",7.0
16.9,Småbrukarvägen 46C,1490000,"Spånga - Sundby, Stockholms kommun",2.0
17.9,Höjdvägen 15B,8500000,"Persudde, Tyresö kommun",4.0
18.9,Forsfararvägen 4,9300000,"Trångsund, Huddinge kommun",6.0
19.9,Själlandsgatan 85,4200000,"Kista, Stockholms kommun",3.0
20.9,Wormsövägen 17,13500000,"Enskedefältet, Stockholms kommun",6.0
21.9,Byvägen 7,7475000,"Spånga Sundby, Stockholms kommun",11.0
22.9,Skrakvägen 5,7200000,"Segeltorp, Huddinge kommun",8.0
23.9,Långkärrsvägen 3,8400000,"Stuvsta, Huddinge kommun",5.0
24.9,"Mariehällsvägen 22, eget hus ",7000000,"Mariehäll, Stockholms kommun",3.0
25.9,Kälkbacken 3,10300000,"Spånga Solhem, Stockholms kommun",5.0
26.9,Parkvägen 26,6875000,"Fornudden, Tyresö kommun",8.0
27.9,Lievägen 20,7550000,"Älvsjö Långbro, Stockholms kommun",4.0
28.9,Giggvägen 15,8300000,"Älvsjö/Långbro, Stockholms kommun",4.0
29.9,Danavägen 40,9025000,"Norra Ängby, Stockholms kommun",7.0
30.9,Sveavägen 19,9000000,"Töjnan/Tureberg, Sollentuna kommun",7.0
31.9,Vadsbrovägen 19,9300000,"Örby, Stockholms kommun",5.0
32.9,Linbodavägen 115,7450000,"Älvsjö/Herrängen, Stockholms kommun",4.0
33.9,Flötviksvägen 9A,8995000,"Hässelby Södra Villastad, Stockholms kommun",6.0
34.9,Poppelvägen 11A,9000000,"Järfälla Barkarby, Järfälla kommun",8.0
35.9,Skydraget 15,9900000,"Spånga Solhem, Stockholms kommun",6.0
36.9,Granvägen 8A,7850000,"Fornudden, Tyresö kommun",6.0
37.9,Danielsvägen 11,12500000,"Vikdalen, Nacka kommun",5.0
38.9,Jakobslundsvägen 9,7450000,"Segeltorp, Huddinge kommun",5.0
39.9,Pettersbergsvägen 18b,15500000,"Mälarhöjden, Stockholms kommun",7.0
40.9,Fyrklöversbackarna 1,8600000,"Hässelby Södra Villastad, Stockholms kommun",7.0
41.9,Hermelinstigen 8,25000000,"Bromma - Stora Mossen, Stockholms kommun",8.0
42.9,Svampvägen 145,15400000,"Gamla Enskede, Stockholms kommun",6.0
43.9,Hagtornsvägen 33,15700000,"Enskededalen, Stockholms kommun",8.0
44.9,Sadelvägen 3B,12150000,"Tureberg, Sollentuna kommun",8.0
45.9,Blackensvägen 63,11760000,"Älvsjö/Långbro, Stockholms kommun",8.0
46.9,Sätragårdsvägen 267,7295000,"Sätra, Stockholms kommun",
47.9,Myntvägen 11B,10200000,"Skälby, Järfälla kommun",6.0
48.9,Fyndevägen 5,13000000,"Töjnan, Sollentuna kommun",8.0
49.9,Skogsvägen 38,15000000,"Gamla Enskede, Stockholms kommun",5.0
